ClickID,UserID,FeatureID,ClickTimestamp,TimeSpentSeconds
C1027381,U107463,F1298,1/28/2024 23:41,103
C1027382,U106442,F1025,12/10/2024 7:25,70
C1027383,U104832,F1252,7/13/2024 4:57,131
C1027384,U102576,F1249,9/3/2024 13:00,221
C1027385,U102071,F1120,6/19/2024 9:31,30
C1027386,U108523,F1049,2/17/2024 7:27,112
C1027387,U103129,F1299,8/5/2024 7:14,250
C1027388,U104284,F1231,1/1/2024 1:56,165
C1027389,U103535,F1126,10/14/2024 5:15,86
C1027390,U106365,F1000,2/14/2024 20:51,18
C1027391,U100352,F1290,7/26/2024 0:59,284
C1027392,U103122,F1295,1/12/2024 16:33,175
C1027393,U105207,F1199,5/4/2024 4:12,73
C1027394,U102031,F1065,10/12/2024 1:05,189
C1027395,U109051,F1011,10/23/2024 16:19,222
C1027396,U102926,F1114,8/18/2024 17:18,144
C1027397,U105825,F1199,1/26/2024 2:56,189
C1027398,U104044,F1250,4/10/2024 12:41,193
C1027399,U107881,F1168,9/29/2024 22:35,161
C1027400,U107591,F1084,8/2/2024 17:46,42
C1027401,U104620,F1222,8/6/2024 7:11,70
C1027402,U101170,F1287,3/28/2024 5:29,57
C1027403,U105640,F1147,1/11/2024 12:11,214
C1027404,U104917,F1238,6/24/2024 22:50,197
C1027405,U105245,F1082,11/2/2024 17:05,120
C1027406,U109797,F1174,4/25/2024 9:58,90
C1027407,U107306,F1221,7/17/2024 8:57,150
C1027408,U105801,F1114,9/10/2024 2:23,251
C1027409,U106745,F1072,3/27/2024 17:16,112
C1027410,U108263,F1145,6/13/2024 10:57,149
C1027411,U102292,F1111,8/30/2024 8:39,124
C1027412,U104674,F1187,6/19/2024 12:48,227
C1027413,U109425,F1285,12/25/2024 6:54,94
C1027414,U100193,F1284,2/12/2024 11:55,271
C1027415,U108921,F1179,12/27/2024 8:25,197
C1027416,U108227,F1157,4/6/2024 20:56,103
C1027417,U105197,F1238,10/28/2024 21:48,83
C1027418,U107188,F1067,2/23/2024 8:05,113
C1027419,U108436,F1177,3/24/2024 20:22,252
C1027420,U103466,F1058,1/26/2024 1:00,206
C1027421,U105212,F1030,12/15/2024 17:07,158
C1027422,U108120,F1169,3/28/2024 9:23,9
C1027423,U105945,F1160,8/30/2024 0:16,156
C1027424,U105495,F1240,8/9/2024 23:58,87
C1027425,U106319,F1018,5/22/2024 11:45,6
C1027426,U101781,F1258,8/18/2024 18:43,50
C1027427,U109407,F1170,1/31/2024 6:14,245
C1027428,U100615,F1052,6/6/2024 4:08,158
C1027429,U104163,F1232,12/27/2024 22:15,111
C1027430,U105274,F1270,12/25/2024 0:26,287
C1027431,U108645,F1108,10/20/2024 22:35,194
C1027432,U101531,F1113,9/1/2024 20:23,279
C1027433,U104561,F1208,4/23/2024 15:26,288
C1027434,U106571,F1008,4/21/2024 11:23,250
C1027435,U101775,F1193,5/20/2024 12:00,60
C1027436,U107136,F1104,6/5/2024 19:12,258
C1027437,U109341,F1247,5/18/2024 10:14,178
C1027438,U103706,F1057,12/14/2024 16:07,109
C1027439,U105155,F1256,3/29/2024 12:40,129
C1027440,U107405,F1093,7/12/2024 17:01,253
C1027441,U105346,F1252,1/10/2024 20:29,167
C1027442,U100082,F1217,5/7/2024 2:36,170
C1027443,U109715,F1081,10/24/2024 20:05,85
C1027444,U106794,F1247,6/27/2024 12:17,59
C1027445,U104936,F1256,5/4/2024 15:48,170
C1027446,U101107,F1288,6/17/2024 3:43,226
C1027447,U102074,F1071,4/3/2024 12:53,280
C1027448,U107737,F1169,4/29/2024 14:44,297
C1027449,U104474,F1247,4/20/2024 12:13,287
C1027450,U108572,F1185,5/7/2024 19:59,132
C1027451,U100636,F1107,1/5/2024 21:01,32
C1027452,U100799,F1111,9/26/2024 1:33,242
C1027453,U104012,F1223,6/6/2024 8:40,6
C1027454,U100282,F1210,4/27/2024 14:24,284
C1027455,U104309,F1157,10/10/2024 8:55,243
C1027456,U109371,F1059,4/16/2024 23:00,63
C1027457,U102046,F1123,2/18/2024 17:20,163
C1027458,U106673,F1265,1/3/2024 18:15,262
C1027459,U100854,F1015,12/10/2024 11:23,297
C1027460,U100616,F1258,9/12/2024 0:21,65
C1027461,U103230,F1085,5/17/2024 12:03,164
C1027462,U102088,F1084,2/8/2024 16:24,67
C1027463,U103873,F1154,4/14/2024 6:44,142
C1027464,U107672,F1065,5/2/2024 10:02,256
C1027465,U104614,F1150,5/5/2024 22:29,264
C1027466,U109220,F1038,3/8/2024 5:43,227
C1027467,U101044,F1141,7/3/2024 15:25,168
C1027468,U100645,F1174,6/13/2024 22:54,163
C1027469,U100940,F1050,7/25/2024 22:26,20
C1027470,U100342,F1146,10/4/2024 12:42,60
C1027471,U101666,F1285,2/29/2024 18:56,129
C1027472,U102464,F1271,11/21/2024 14:58,13
C1027473,U100037,F1075,5/16/2024 4:55,217
C1027474,U104431,F1063,8/25/2024 3:25,182
C1027475,U100250,F1215,8/4/2024 21:28,5
C1027476,U105007,F1041,1/27/2024 18:56,50
C1027477,U107238,F1223,11/8/2024 12:25,83
C1027478,U100263,F1049,3/14/2024 11:31,139
C1027479,U106527,F1274,6/19/2024 1:39,287
C1027480,U105886,F1046,4/17/2024 3:38,101
C1027481,U109606,F1061,6/21/2024 19:26,156
C1027482,U105105,F1236,7/9/2024 6:54,30
C1027483,U101621,F1173,11/22/2024 10:31,268
C1027484,U101753,F1046,10/3/2024 17:34,44
C1027485,U108753,F1178,1/5/2024 2:57,203
C1027486,U103582,F1223,5/23/2024 16:37,294
C1027487,U101157,F1127,5/4/2024 12:56,247
C1027488,U105508,F1218,2/8/2024 12:04,191
C1027489,U109957,F1001,6/11/2024 11:43,217
C1027490,U104156,F1292,12/12/2024 20:54,112
C1027491,U103835,F1164,9/16/2024 17:06,16
C1027492,U105861,F1149,10/17/2024 4:39,45
C1027493,U103103,F1063,2/7/2024 23:42,157
C1027494,U104752,F1218,2/2/2024 22:32,156
C1027495,U101045,F1080,12/22/2024 18:53,33
C1027496,U108015,F1086,6/25/2024 12:24,161
C1027497,U102857,F1073,3/19/2024 23:07,130
C1027498,U101102,F1270,12/12/2024 5:07,16
C1027499,U107303,F1039,5/9/2024 13:23,12
C1027500,U106445,F1163,9/25/2024 10:32,51
C1027501,U106002,F1166,11/30/2024 6:24,50
C1027502,U108578,F1015,12/18/2024 2:01,134
C1027503,U101612,F1118,4/22/2024 9:04,122
C1027504,U101565,F1290,10/20/2024 13:22,242
C1027505,U103355,F1051,4/22/2024 22:42,180
C1027506,U102507,F1215,10/6/2024 2:43,35
C1027507,U102200,F1232,12/14/2024 11:28,213
C1027508,U104004,F1159,8/13/2024 20:30,89
C1027509,U105810,F1237,7/8/2024 4:16,272
C1027510,U108998,F1289,9/22/2024 8:31,122
C1027511,U103783,F1266,1/23/2024 22:08,243
C1027512,U100640,F1256,1/20/2024 1:38,108
C1027513,U105925,F1151,6/21/2024 11:07,135
C1027514,U104086,F1040,8/25/2024 22:55,71
C1027515,U102099,F1139,3/12/2024 11:34,285
C1027516,U107867,F1192,9/29/2024 23:02,129
C1027517,U107898,F1110,12/2/2024 15:39,284
C1027518,U108433,F1214,8/17/2024 13:31,44
C1027519,U105789,F1058,1/10/2024 1:25,291
C1027520,U103749,F1071,10/19/2024 8:24,7
C1027521,U104746,F1016,6/7/2024 4:41,270
C1027522,U109626,F1133,10/19/2024 3:27,250
C1027523,U107195,F1059,11/23/2024 10:02,96
C1027524,U101433,F1139,10/21/2024 11:00,68
C1027525,U106502,F1020,10/19/2024 12:19,130
C1027526,U109631,F1193,1/7/2024 4:06,26
C1027527,U104277,F1147,1/5/2024 18:30,149
C1027528,U104887,F1111,8/27/2024 5:05,173
C1027529,U108103,F1275,4/30/2024 9:00,136
C1027530,U105933,F1094,1/21/2024 14:59,56
C1027531,U107507,F1163,4/18/2024 4:35,150
C1027532,U104448,F1023,8/28/2024 2:49,218
C1027533,U108668,F1185,2/27/2024 1:58,137
C1027534,U109510,F1048,7/8/2024 1:00,187
C1027535,U105328,F1208,4/26/2024 7:19,80
C1027536,U105194,F1225,3/1/2024 23:01,38
C1027537,U105350,F1180,2/5/2024 3:41,45
C1027538,U105696,F1266,7/12/2024 2:23,263
C1027539,U103657,F1176,11/24/2024 13:30,292
C1027540,U109480,F1086,10/3/2024 15:42,192
C1027541,U100268,F1112,11/22/2024 12:40,69
C1027542,U102935,F1246,1/8/2024 19:27,134
C1027543,U109213,F1120,7/22/2024 13:36,49
C1027544,U100089,F1048,5/11/2024 9:55,231
C1027545,U101925,F1167,11/30/2024 6:30,12
C1027546,U103247,F1217,2/11/2024 23:24,62
C1027547,U101148,F1264,10/20/2024 15:10,55
C1027548,U109794,F1263,12/20/2024 10:32,105
C1027549,U105297,F1179,12/8/2024 23:30,155
C1027550,U109994,F1281,7/25/2024 2:54,282
C1027551,U108196,F1243,7/17/2024 12:56,17
C1027552,U105932,F1096,11/17/2024 13:38,269
C1027553,U103061,F1198,1/3/2024 19:29,285
C1027554,U100430,F1153,8/4/2024 16:56,179
C1027555,U108581,F1088,8/3/2024 19:21,63
C1027556,U108015,F1034,5/19/2024 12:51,102
C1027557,U103542,F1106,8/9/2024 19:49,216
C1027558,U101373,F1233,12/25/2024 21:08,184
C1027559,U104839,F1143,10/7/2024 5:13,32
C1027560,U104179,F1082,5/26/2024 18:47,45
C1027561,U100452,F1167,4/14/2024 21:37,83
C1027562,U108514,F1261,8/14/2024 11:13,77
C1027563,U104014,F1090,5/26/2024 2:28,10
C1027564,U106049,F1066,9/18/2024 7:56,5
C1027565,U105658,F1144,7/16/2024 17:25,228
C1027566,U109320,F1287,9/16/2024 16:58,260
C1027567,U109301,F1162,1/18/2024 11:19,31
C1027568,U102550,F1095,2/17/2024 8:37,101
C1027569,U108697,F1052,10/20/2024 15:57,48
C1027570,U107028,F1084,10/24/2024 21:19,118
C1027571,U109371,F1054,11/10/2024 5:11,192
C1027572,U100495,F1006,12/24/2024 21:40,251
C1027573,U105036,F1260,8/16/2024 10:33,246
C1027574,U107137,F1106,9/9/2024 11:47,112
C1027575,U100385,F1198,4/1/2024 17:18,229
C1027576,U103614,F1067,10/3/2024 18:50,48
C1027577,U104771,F1005,4/25/2024 2:32,195
C1027578,U107280,F1251,11/1/2024 2:09,274
C1027579,U101896,F1012,10/26/2024 0:10,216
C1027580,U107008,F1111,6/22/2024 0:36,225
C1027581,U103517,F1255,9/22/2024 13:39,267
C1027582,U100810,F1070,1/7/2024 5:49,263
C1027583,U100882,F1224,2/16/2024 20:24,185
C1027584,U109594,F1005,1/13/2024 19:08,232
C1027585,U103794,F1074,5/18/2024 3:34,36
C1027586,U109480,F1054,5/2/2024 3:59,276
C1027587,U105307,F1033,5/1/2024 10:46,23
C1027588,U109089,F1200,10/12/2024 14:39,204
C1027589,U108121,F1292,8/12/2024 8:50,46
C1027590,U109408,F1048,2/26/2024 23:48,134
C1027591,U105229,F1092,11/10/2024 3:58,10
C1027592,U102955,F1271,8/2/2024 0:15,104
C1027593,U102953,F1153,7/23/2024 4:23,121
C1027594,U103570,F1116,4/12/2024 10:46,286
C1027595,U105742,F1222,8/27/2024 8:24,97
C1027596,U105184,F1074,11/23/2024 2:10,125
C1027597,U101088,F1059,3/28/2024 13:35,67
C1027598,U100316,F1164,4/5/2024 14:56,8
C1027599,U106238,F1147,12/22/2024 21:02,293
C1027600,U107970,F1204,9/14/2024 2:04,58
C1027601,U100394,F1187,6/9/2024 0:18,29
C1027602,U105315,F1170,1/21/2024 8:03,286
C1027603,U109765,F1195,11/29/2024 12:57,114
C1027604,U101062,F1053,5/21/2024 0:20,165
C1027605,U102423,F1113,9/29/2024 10:30,203
C1027606,U104551,F1266,9/22/2024 20:26,228
C1027607,U104371,F1193,7/15/2024 7:19,70
C1027608,U105674,F1021,9/16/2024 8:20,288
C1027609,U103581,F1003,2/4/2024 16:05,120
C1027610,U106548,F1041,9/3/2024 17:47,27
C1027611,U104258,F1051,1/8/2024 8:10,222
C1027612,U109834,F1043,5/15/2024 13:48,102
C1027613,U104895,F1253,9/17/2024 0:48,293
C1027614,U106947,F1075,11/29/2024 19:53,203
C1027615,U107784,F1069,6/2/2024 18:43,182
C1027616,U107236,F1106,7/3/2024 2:33,44
C1027617,U105228,F1256,4/19/2024 15:38,85
C1027618,U101542,F1103,5/23/2024 5:50,295
C1027619,U102899,F1229,11/20/2024 15:15,63
C1027620,U101478,F1019,10/19/2024 18:10,182
C1027621,U109203,F1235,7/23/2024 1:01,92
C1027622,U109623,F1113,12/4/2024 19:02,152
C1027623,U108648,F1036,3/16/2024 2:58,268
C1027624,U105010,F1178,3/9/2024 20:26,43
C1027625,U104051,F1001,5/3/2024 19:23,122
C1027626,U103576,F1077,9/28/2024 23:48,199
C1027627,U107835,F1049,4/8/2024 16:55,76
C1027628,U108095,F1209,11/20/2024 6:32,230
C1027629,U106653,F1144,3/12/2024 13:28,18
C1027630,U102292,F1103,6/14/2024 7:41,199
C1027631,U104879,F1055,10/8/2024 7:44,205
C1027632,U107205,F1286,10/28/2024 19:35,158
C1027633,U101138,F1291,9/16/2024 12:38,119
C1027634,U102545,F1274,8/2/2024 3:47,213
C1027635,U109552,F1236,12/3/2024 23:26,7
C1027636,U103190,F1131,8/2/2024 7:50,60
C1027637,U108247,F1122,7/19/2024 13:25,28
C1027638,U104519,F1040,2/12/2024 20:02,80
C1027639,U104977,F1089,5/24/2024 1:37,209
C1027640,U106704,F1194,2/23/2024 9:34,285
C1027641,U106191,F1022,2/15/2024 2:55,226
C1027642,U105765,F1268,8/26/2024 14:37,180
C1027643,U108429,F1213,6/23/2024 23:25,72
C1027644,U103039,F1222,8/12/2024 4:23,52
C1027645,U108580,F1173,10/21/2024 17:43,248
C1027646,U108876,F1085,12/20/2024 14:54,234
C1027647,U103983,F1298,6/5/2024 22:46,265
C1027648,U100186,F1014,8/26/2024 18:03,78
C1027649,U103428,F1029,12/20/2024 22:07,184
C1027650,U107758,F1112,4/15/2024 14:56,88
C1027651,U106754,F1126,11/18/2024 7:47,78
C1027652,U103388,F1024,4/4/2024 4:43,172
C1027653,U105069,F1001,7/1/2024 20:31,105
C1027654,U102934,F1064,2/18/2024 1:32,221
C1027655,U104371,F1171,4/10/2024 4:44,202
C1027656,U106934,F1153,12/10/2024 12:20,280
C1027657,U105987,F1082,5/1/2024 16:26,280
C1027658,U106859,F1158,6/2/2024 4:22,106
C1027659,U103969,F1105,3/9/2024 2:26,116
C1027660,U102751,F1257,7/8/2024 8:06,11
C1027661,U108173,F1049,4/13/2024 22:23,179
C1027662,U101575,F1224,7/12/2024 5:20,33
C1027663,U106503,F1239,1/3/2024 16:23,51
C1027664,U101259,F1045,10/3/2024 8:23,6
C1027665,U101056,F1185,12/1/2024 6:37,136
C1027666,U105660,F1084,8/3/2024 15:32,187
C1027667,U108736,F1212,10/9/2024 23:51,71
C1027668,U106243,F1234,10/21/2024 11:36,253
C1027669,U106800,F1268,3/10/2024 20:03,182
C1027670,U100329,F1082,2/3/2024 20:07,158
C1027671,U102169,F1185,5/14/2024 7:22,239
C1027672,U109770,F1061,2/17/2024 14:08,281
C1027673,U103006,F1278,2/17/2024 11:52,280
C1027674,U105840,F1259,9/5/2024 14:44,56
C1027675,U107145,F1158,3/25/2024 23:58,51
C1027676,U102523,F1233,1/9/2024 23:28,246
C1027677,U104222,F1214,10/20/2024 15:04,224
C1027678,U102915,F1219,8/12/2024 8:28,203
C1027679,U109964,F1044,2/12/2024 12:25,277
C1027680,U105674,F1086,4/22/2024 19:58,173
C1027681,U101956,F1044,3/19/2024 22:12,233
C1027682,U106189,F1124,6/26/2024 11:21,131
C1027683,U102072,F1244,8/2/2024 19:06,209
C1027684,U100872,F1042,12/29/2024 3:10,155
C1027685,U107497,F1124,5/22/2024 5:32,83
C1027686,U106004,F1239,7/27/2024 23:01,89
C1027687,U106437,F1191,11/15/2024 1:01,75
C1027688,U107333,F1225,12/24/2024 22:04,183
C1027689,U108448,F1175,7/12/2024 4:33,93
C1027690,U104917,F1074,5/26/2024 15:48,57
C1027691,U104032,F1240,1/6/2024 19:15,173
C1027692,U103260,F1007,8/13/2024 11:12,159
C1027693,U107166,F1161,4/23/2024 0:41,86
C1027694,U108885,F1007,3/7/2024 15:32,244
C1027695,U107442,F1051,11/8/2024 19:29,227
C1027696,U104037,F1080,7/30/2024 17:46,147
C1027697,U107201,F1007,2/20/2024 16:24,116
C1027698,U100555,F1141,10/26/2024 23:28,264
C1027699,U105609,F1068,5/31/2024 21:30,168
C1027700,U106642,F1086,1/2/2024 15:09,10
C1027701,U109469,F1139,1/28/2024 17:03,154
C1027702,U105228,F1123,10/17/2024 16:01,64
C1027703,U109139,F1285,7/7/2024 6:40,219
C1027704,U104580,F1135,1/15/2024 9:25,99
C1027705,U104373,F1196,1/23/2024 14:17,30
C1027706,U100397,F1204,11/16/2024 18:38,15
C1027707,U100221,F1208,9/25/2024 17:26,95
C1027708,U102365,F1078,1/28/2024 5:24,54
C1027709,U101777,F1105,10/29/2024 23:59,206
C1027710,U104060,F1111,5/10/2024 5:24,248
C1027711,U103954,F1114,3/9/2024 10:23,140
C1027712,U105728,F1066,4/4/2024 0:24,75
C1027713,U100774,F1137,8/14/2024 15:36,221
C1027714,U100339,F1142,5/14/2024 5:28,245
C1027715,U100006,F1190,3/3/2024 5:03,197
C1027716,U101296,F1134,6/8/2024 4:12,135
C1027717,U100287,F1275,2/22/2024 4:03,165
C1027718,U100892,F1187,5/4/2024 4:34,75
C1027719,U106990,F1263,9/29/2024 20:05,246
C1027720,U108908,F1089,4/30/2024 22:01,112
C1027721,U104279,F1057,9/3/2024 7:59,127
C1027722,U101853,F1135,8/8/2024 18:57,19
C1027723,U100569,F1285,6/21/2024 23:19,285
C1027724,U104718,F1108,10/2/2024 6:19,5
C1027725,U108834,F1053,2/22/2024 14:03,196
C1027726,U103672,F1181,2/16/2024 17:38,206
C1027727,U106991,F1222,3/16/2024 9:57,242
C1027728,U106773,F1255,1/31/2024 12:05,20
C1027729,U102551,F1156,6/22/2024 19:03,188
C1027730,U100109,F1180,4/27/2024 3:49,144
C1027731,U103650,F1221,12/7/2024 21:02,140
C1027732,U103219,F1030,3/30/2024 22:19,76
C1027733,U100731,F1003,1/14/2024 18:07,94
C1027734,U105693,F1299,8/3/2024 7:41,77
C1027735,U108759,F1093,12/21/2024 10:59,260
C1027736,U105556,F1248,2/27/2024 21:59,192
C1027737,U107104,F1021,2/21/2024 10:38,24
C1027738,U109549,F1125,4/11/2024 2:30,82
C1027739,U107263,F1095,2/11/2024 11:03,234
C1027740,U101071,F1029,11/10/2024 21:17,115
C1027741,U107973,F1004,3/8/2024 12:25,160
C1027742,U107445,F1193,12/18/2024 20:40,102
C1027743,U105071,F1197,2/1/2024 16:49,198
C1027744,U107370,F1106,2/24/2024 21:48,41
C1027745,U102246,F1106,12/15/2024 5:49,99
C1027746,U101920,F1073,4/10/2024 14:03,68
C1027747,U106012,F1047,1/4/2024 17:00,161
C1027748,U108315,F1077,9/25/2024 5:08,139
C1027749,U106343,F1143,8/30/2024 7:53,176
C1027750,U100074,F1047,3/3/2024 1:09,191
C1027751,U101988,F1128,7/17/2024 5:36,46
C1027752,U108348,F1015,8/15/2024 2:48,128
C1027753,U107287,F1019,1/30/2024 23:24,120
C1027754,U103083,F1058,3/31/2024 13:56,150
C1027755,U103818,F1250,2/25/2024 5:18,49
C1027756,U103691,F1260,9/6/2024 18:58,286
C1027757,U105239,F1193,4/4/2024 11:56,125
C1027758,U108274,F1240,5/7/2024 6:22,17
C1027759,U103065,F1166,4/19/2024 6:34,296
C1027760,U107954,F1043,7/28/2024 9:25,70
C1027761,U102233,F1168,5/13/2024 3:27,37
C1027762,U109976,F1061,6/29/2024 3:46,255
C1027763,U102090,F1074,3/20/2024 8:31,50
C1027764,U105628,F1281,5/31/2024 21:05,27
C1027765,U104168,F1050,3/31/2024 16:09,244
C1027766,U104012,F1094,1/1/2024 1:02,155
C1027767,U101877,F1245,4/16/2024 23:11,204
C1027768,U107186,F1217,1/24/2024 15:28,99
C1027769,U106308,F1213,10/25/2024 8:03,155
C1027770,U102314,F1277,11/18/2024 20:57,53
C1027771,U109655,F1293,4/8/2024 6:09,235
C1027772,U105247,F1024,5/25/2024 16:34,19
C1027773,U103992,F1252,4/15/2024 10:04,37
C1027774,U102914,F1102,7/13/2024 4:40,153
C1027775,U109533,F1239,6/5/2024 3:52,141
C1027776,U103934,F1034,1/30/2024 1:30,226
C1027777,U102701,F1072,12/4/2024 12:49,121
C1027778,U104044,F1165,6/14/2024 23:42,32
C1027779,U100033,F1100,11/26/2024 16:50,226
C1027780,U102145,F1003,11/1/2024 9:40,110
C1027781,U106459,F1201,5/4/2024 12:41,157
C1027782,U107487,F1288,10/26/2024 1:17,25
C1027783,U109471,F1134,7/7/2024 4:51,20
C1027784,U105673,F1244,5/22/2024 7:42,262
C1027785,U100404,F1080,12/30/2024 21:41,296
C1027786,U104711,F1259,3/7/2024 15:14,169
C1027787,U101924,F1192,2/24/2024 9:25,117
C1027788,U107621,F1264,3/31/2024 21:08,139
C1027789,U100881,F1031,4/8/2024 10:55,260
C1027790,U106023,F1283,7/2/2024 7:57,45
C1027791,U102902,F1219,1/3/2024 1:05,267
C1027792,U109789,F1061,4/23/2024 12:59,57
C1027793,U101245,F1001,1/3/2024 8:50,118
C1027794,U108631,F1123,5/3/2024 16:13,192
C1027795,U105367,F1252,1/10/2024 1:39,173
C1027796,U100115,F1080,5/1/2024 5:00,37
C1027797,U104500,F1007,5/24/2024 6:28,12
C1027798,U109470,F1139,3/3/2024 23:51,5
C1027799,U100296,F1126,10/8/2024 12:22,292
C1027800,U107692,F1220,8/3/2024 8:21,176
C1027801,U102948,F1223,5/2/2024 12:36,28
C1027802,U108127,F1155,9/9/2024 6:58,228
C1027803,U102605,F1132,8/29/2024 12:47,246
C1027804,U106477,F1170,9/1/2024 18:28,156
C1027805,U107921,F1011,6/30/2024 4:59,269
C1027806,U101094,F1288,8/5/2024 16:02,245
C1027807,U105101,F1030,3/15/2024 9:04,239
C1027808,U101074,F1152,4/30/2024 11:31,260
C1027809,U100015,F1156,11/17/2024 11:04,44
C1027810,U101527,F1202,4/3/2024 19:35,221
C1027811,U108242,F1276,4/11/2024 9:45,174
C1027812,U103199,F1055,6/19/2024 5:01,273
C1027813,U109795,F1022,3/15/2024 11:26,25
C1027814,U107800,F1261,8/14/2024 20:54,133
C1027815,U101992,F1229,6/4/2024 6:36,62
C1027816,U102953,F1214,8/3/2024 18:49,148
C1027817,U106471,F1073,9/8/2024 20:34,91
C1027818,U105822,F1123,11/7/2024 2:49,245
C1027819,U100931,F1251,11/18/2024 15:53,117
C1027820,U102015,F1081,10/25/2024 0:09,127
C1027821,U106444,F1203,7/23/2024 6:50,189
C1027822,U107418,F1039,12/16/2024 13:31,31
C1027823,U106405,F1252,11/28/2024 10:00,64
C1027824,U102138,F1125,5/22/2024 11:39,111
C1027825,U104289,F1198,11/8/2024 15:54,62
C1027826,U103400,F1124,5/5/2024 10:24,267
C1027827,U109279,F1134,6/16/2024 13:27,80
C1027828,U108417,F1211,2/28/2024 1:49,244
C1027829,U108636,F1097,7/4/2024 12:41,270
C1027830,U101902,F1230,7/12/2024 18:11,80
C1027831,U103603,F1228,6/29/2024 3:02,281
C1027832,U109674,F1205,12/20/2024 6:08,298
C1027833,U105452,F1079,5/24/2024 22:45,53
C1027834,U108436,F1278,12/2/2024 8:33,83
C1027835,U104048,F1274,3/25/2024 1:24,292
C1027836,U100804,F1137,8/29/2024 17:04,74
C1027837,U108043,F1177,11/28/2024 19:52,293
C1027838,U109123,F1289,10/8/2024 13:54,87
C1027839,U101760,F1103,1/13/2024 7:54,230
C1027840,U106305,F1229,6/11/2024 19:19,162
C1027841,U107998,F1112,10/16/2024 19:57,31
C1027842,U108216,F1169,5/12/2024 12:09,286
C1027843,U104395,F1123,1/16/2024 2:27,91
C1027844,U105344,F1118,12/25/2024 18:11,191
C1027845,U108265,F1048,4/24/2024 20:22,160
C1027846,U107881,F1169,10/27/2024 3:23,8
C1027847,U107982,F1068,8/2/2024 12:40,207
C1027848,U107456,F1074,6/28/2024 18:26,16
C1027849,U104187,F1298,9/24/2024 9:17,234
C1027850,U101410,F1133,4/19/2024 15:23,261
C1027851,U103612,F1141,9/2/2024 21:41,188
C1027852,U107339,F1025,12/22/2024 22:18,219
C1027853,U104780,F1218,1/24/2024 4:52,100
C1027854,U104467,F1246,7/5/2024 18:05,119
C1027855,U105355,F1141,11/19/2024 22:17,235
C1027856,U109257,F1156,12/8/2024 9:05,186
C1027857,U103995,F1209,9/20/2024 9:18,32
C1027858,U106868,F1205,2/9/2024 19:47,206
C1027859,U108802,F1127,2/29/2024 19:24,212
C1027860,U107645,F1184,3/26/2024 15:13,121
C1027861,U104215,F1245,4/14/2024 6:34,129
C1027862,U101838,F1260,8/13/2024 4:34,90
C1027863,U105648,F1048,12/7/2024 8:28,46
C1027864,U106684,F1103,3/6/2024 3:02,284
C1027865,U106944,F1060,4/22/2024 23:29,98
C1027866,U107295,F1176,1/25/2024 11:02,76
C1027867,U103573,F1097,2/25/2024 17:36,286
C1027868,U107614,F1068,9/6/2024 5:09,179
C1027869,U105699,F1115,1/28/2024 9:09,180
C1027870,U108185,F1067,4/1/2024 2:30,68
C1027871,U107152,F1144,5/15/2024 15:31,226
C1027872,U106182,F1128,3/30/2024 19:43,150
C1027873,U100472,F1060,11/20/2024 9:38,295
C1027874,U109348,F1265,5/10/2024 15:27,152
C1027875,U104419,F1124,9/6/2024 10:43,144
C1027876,U108243,F1188,12/5/2024 11:07,63
C1027877,U107091,F1032,4/30/2024 0:09,237
C1027878,U109619,F1090,1/20/2024 19:13,124
C1027879,U105878,F1215,5/22/2024 12:13,169
C1027880,U106660,F1183,12/1/2024 12:59,240
C1027881,U104455,F1116,6/18/2024 3:57,299
C1027882,U105779,F1091,7/20/2024 16:52,187
C1027883,U107404,F1210,3/27/2024 22:08,162
C1027884,U100067,F1181,10/17/2024 5:31,71
C1027885,U109365,F1193,3/6/2024 20:33,118
C1027886,U104576,F1172,4/30/2024 16:59,57
C1027887,U106056,F1280,3/13/2024 9:13,174
C1027888,U108452,F1258,9/1/2024 3:03,288
C1027889,U101649,F1088,5/9/2024 20:30,59
C1027890,U100676,F1078,5/28/2024 7:51,197
C1027891,U107223,F1115,3/22/2024 4:34,85
C1027892,U106551,F1056,3/3/2024 22:24,275
C1027893,U103939,F1067,10/23/2024 4:43,213
C1027894,U104338,F1129,12/9/2024 14:18,16
C1027895,U106657,F1005,10/18/2024 20:11,151
C1027896,U109870,F1120,7/30/2024 4:40,93
C1027897,U109384,F1226,10/6/2024 17:56,255
C1027898,U100665,F1289,11/30/2024 9:06,199
C1027899,U104862,F1124,2/25/2024 23:26,250
C1027900,U109793,F1058,11/28/2024 10:04,111
C1027901,U101909,F1021,12/11/2024 22:45,16
C1027902,U107452,F1220,11/28/2024 13:15,76
C1027903,U106597,F1240,6/26/2024 19:16,182
C1027904,U100187,F1013,3/4/2024 23:18,247
C1027905,U108896,F1196,7/9/2024 5:35,228
C1027906,U107690,F1142,8/31/2024 6:40,18
C1027907,U109558,F1051,3/20/2024 18:42,283
C1027908,U107390,F1239,2/28/2024 0:37,245
C1027909,U100334,F1205,6/25/2024 20:27,212
C1027910,U106600,F1290,7/22/2024 9:03,166
C1027911,U107615,F1100,9/29/2024 22:05,125
C1027912,U100355,F1199,1/23/2024 6:53,167
C1027913,U101922,F1021,5/8/2024 12:42,185
C1027914,U104327,F1201,7/21/2024 19:35,146
C1027915,U103338,F1082,8/27/2024 15:38,108
C1027916,U100795,F1287,6/17/2024 8:59,71
C1027917,U100189,F1023,9/15/2024 23:17,198
